antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
"cherry, sugar, tikka paste",corn,0.005139186295503212,0.42857142857142855,1.4040186400761638,0.48956208932262374,3,1,"frozenset({'sugar', 'tikka paste', 'cherry'})",frozenset({'corn'}),ingredient_to_ingredient,,global
pomegranate,yeast,0.008886509635974304,0.42783505154639173,2.189577743256602,1.1306526751020793,1,1,frozenset({'pomegranate'}),frozenset({'yeast'}),ingredient_to_ingredient,,global
"chicken, rice, sugar",corn,0.006959314775160599,0.42763157894736836,1.4009396518303827,0.4863948102439404,3,1,"frozenset({'chicken', 'rice', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, vermicelli",pasta,0.012312633832976445,0.4275092936802974,2.098232686796625,1.0691746767107535,2,1,"frozenset({'chicken', 'vermicelli'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"chocolate, sugar, tomato",corn,0.0059957173447537475,0.42748091603053434,1.400446073561975,0.4858864311792254,3,1,"frozenset({'chocolate', 'tomato', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cornmeal, milk",cucumber,0.0053533190578158455,0.42735042735042733,2.696927696927697,1.4313168442720323,2,1,"frozenset({'cornmeal', 'milk'})",frozenset({'cucumber'}),ingredient_to_ingredient,,global
chard,corn,0.005032119914346895,0.42727272727272725,1.399764038136539,0.4851836488120494,1,1,frozenset({'chard'}),frozenset({'corn'}),ingredient_to_ingredient,,global
simple syrup,corn,0.008458244111349036,0.427027027027027,1.3989591134452586,0.4843537983198625,1,1,frozenset({'simple syrup'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, yeast",tikka paste,0.006852248394004282,0.42666666666666664,3.348795518207283,1.7436422859058376,2,1,"frozenset({'yeast', 'bean paste'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"beef, corn, tikka paste",chicken,0.006531049250535332,0.42657342657342656,1.745922788867574,0.8039897590928394,3,1,"frozenset({'tikka paste', 'corn', 'beef'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chicken, pepper",corn,0.01113490364025696,0.42622950819672134,1.3963464070702833,0.4816568912372775,2,1,"frozenset({'chicken', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"shrimp, sugar, yeast",chocolate,0.008029978586723769,0.42613636363636365,2.520654614543152,1.3337984505953708,3,1,"frozenset({'yeast', 'shrimp', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"cheese, pepper, sugar",chicken,0.005246252676659529,0.4260869565217391,1.743931715124033,0.8023435514791756,3,1,"frozenset({'sugar', 'cheese', 'pepper'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, rice",corn,0.014453961456102784,0.42586750788643535,1.3951604783091218,0.48043107757049536,2,1,"frozenset({'chocolate', 'rice'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"grape, pasta, sugar",corn,0.011670235546038544,0.42578125,1.3948778937215014,0.4801388354359981,3,1,"frozenset({'pasta', 'sugar', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cornmeal, grape",corn,0.006423982869379015,0.425531914893617,1.3940610610685316,0.47929375386879675,2,1,"frozenset({'cornmeal', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, sugar, vermicelli",pasta,0.006102783725910064,0.4253731343283582,2.087748331385636,1.0619478120299712,3,1,"frozenset({'chicken', 'vermicelli', 'sugar'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cucumber, potato",corn,0.006102783725910064,0.4253731343283582,1.3935408890308194,0.478755334366041,2,1,"frozenset({'potato', 'cucumber'})",frozenset({'corn'}),ingredient_to_ingredient,,global
cherry,tikka paste,0.015738758029978588,0.42485549132947975,3.3345800748044883,1.7375050936013583,1,1,frozenset({'cherry'}),frozenset({'tikka paste'}),ingredient_to_ingredient,,global
tostada,vermicelli,0.005139186295503212,0.4247787610619469,3.6769542431126823,1.8785112234149761,1,1,frozenset({'tostada'}),frozenset({'vermicelli'}),ingredient_to_ingredient,,global
"cured meat, daikon",cucumber,0.005139186295503212,0.4247787610619469,2.6806983975125567,1.4226089123866805,2,1,"frozenset({'daikon', 'cured meat'})",frozenset({'cucumber'}),ingredient_to_ingredient,,global
"pepper, sugar",corn,0.026980728051391862,0.42424242424242425,1.3898366336107482,0.47491531335822246,2,1,"frozenset({'sugar', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,,global
chile,corn,0.007494646680942184,0.4242424242424242,1.389836633610748,0.47491531335822224,1,1,frozenset({'chile'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, beef","sugar, tikka paste",0.011670235546038544,0.42412451361867703,4.6658692075364465,2.222145866627034,2,2,"frozenset({'bean paste', 'beef'})","frozenset({'tikka paste', 'sugar'})",ingredient_to_ingredient,,global
"pepper, vermicelli",corn,0.005674518201284797,0.424,1.3890424412486848,0.4740906805601839,2,1,"frozenset({'vermicelli', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cereal, grape",corn,0.011027837259100642,0.42386831275720166,1.388611028113737,0.47364253423650904,2,1,"frozenset({'cereal', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
char,pasta,0.021734475374732335,0.4237995824634656,2.080025275989894,1.0566010597719984,1,1,frozenset({'char'}),frozenset({'pasta'}),ingredient_to_ingredient,,global
"meat, sugar",yeast,0.010385438972162741,0.42358078602620086,2.167805228210803,1.116235140032466,2,1,"frozenset({'sugar', 'meat'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"crouton, grape, sugar",chocolate,0.005032119914346895,0.42342342342342343,2.504607203783898,1.324584364064319,3,1,"frozenset({'crouton', 'sugar', 'grape'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
eggplant,yeast,0.005032119914346895,0.42342342342342343,2.1669998765889176,1.1156990712698136,1,1,frozenset({'eggplant'}),frozenset({'yeast'}),ingredient_to_ingredient,,global
"espresso, vermicelli",grape,0.005032119914346895,0.42342342342342343,1.8628237281087023,0.897491164019178,2,1,"frozenset({'vermicelli', 'espresso'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"cheese, mustard",corn,0.005032119914346895,0.42342342342342343,1.3871535513064803,0.472127495986603,2,1,"frozenset({'mustard', 'cheese'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"brown rice, sugar",cucumber,0.006209850107066381,0.4233576642335767,2.6717301242848692,1.4177742862477578,2,1,"frozenset({'brown rice', 'sugar'})",frozenset({'cucumber'}),ingredient_to_ingredient,,global
"chicken, crabmeat, sugar",tikka paste,0.008244111349036402,0.423076923076923,3.3206205559146733,1.7314528768979234,3,1,"frozenset({'crabmeat', 'chicken', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"cherry, chicken",beef,0.007922912205567453,0.42285714285714293,2.210120713086578,1.144125169352155,2,1,"frozenset({'chicken', 'cherry'})",frozenset({'beef'}),ingredient_to_ingredient,,global
wheat gluten,"corn, sugar",0.014668094218415417,0.4228395061728395,2.4529944022697645,1.2945439416709472,1,2,frozenset({'wheat gluten'}),"frozenset({'corn', 'sugar'})",ingredient_to_ingredient,,global
"chicken, wheat gluten",beef,0.0067451820128479655,0.4228187919463087,2.2099202668038744,1.1439943185932886,2,1,"frozenset({'wheat gluten', 'chicken'})",frozenset({'beef'}),ingredient_to_ingredient,,global
verjus,corn,0.0067451820128479655,0.4228187919463087,1.3851727522899067,0.4700659136968269,1,1,frozenset({'verjus'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"cola, sugar, tikka paste",shrimp stock,0.007601713062098501,0.4226190476190476,3.9831098938061604,1.9938952841364577,3,1,"frozenset({'sugar', 'tikka paste', 'cola'})",frozenset({'shrimp stock'}),ingredient_to_ingredient,,global
"cola, sugar, tikka paste",crabmeat,0.007601713062098501,0.4226190476190476,3.3795050554468364,1.756811972442929,3,1,"frozenset({'sugar', 'tikka paste', 'cola'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"cereal, chocolate, sugar",corn,0.006423982869379015,0.4225352112676056,1.3842437296525558,0.4690979867629083,3,1,"frozenset({'chocolate', 'cereal', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, sugar, wheat gluten","corn, tikka paste",0.005246252676659529,0.42241379310344823,9.196607989711437,3.201101846085115,3,2,"frozenset({'wheat gluten', 'chicken', 'sugar'})","frozenset({'tikka paste', 'corn'})",ingredient_to_ingredient,,global
"sugar, vermicelli, yeast",chocolate,0.005246252676659529,0.42241379310344823,2.4986351029678318,1.3211402277244233,3,1,"frozenset({'yeast', 'vermicelli', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"char, grape",chicken,0.008137044967880086,0.4222222222222223,1.7281137403836793,0.7891981754222536,2,1,"frozenset({'char', 'grape'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, corn, rice",grape,0.006102783725910064,0.4222222222222222,1.8575391217878265,0.8933925958055574,3,1,"frozenset({'chocolate', 'rice', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,,global
bean paste,tikka paste,0.03158458244111349,0.42203147353361953,3.312415094793283,1.727883475275486,1,1,frozenset({'bean paste'}),frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"bean paste, chicken",beef,0.011563169164882228,0.42187500000000006,2.204987409065473,1.1407704177190023,2,1,"frozenset({'chicken', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"chicken, potato, sugar",pasta,0.005781584582441114,0.42187500000000006,2.0705793483972674,1.050034490486471,3,1,"frozenset({'potato', 'chicken', 'sugar'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cereal, sugar",corn,0.019914346895074948,0.4217687074829932,1.381732629916225,0.46647847620958244,2,1,"frozenset({'cereal', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"shrimp, tikka paste",corn,0.006638115631691649,0.42176870748299317,1.3817326299162247,0.4664784762095822,2,1,"frozenset({'tikka paste', 'shrimp'})",frozenset({'corn'}),ingredient_to_ingredient,,global
lentil,corn,0.010385438972162741,0.42173913043478267,1.3816357342198775,0.46637730190182425,1,1,frozenset({'lentil'}),frozenset({'corn'}),ingredient_to_ingredient,,global
fish,chicken,0.007494646680942184,0.42168674698795183,1.7259220932811,0.7873673439063842,1,1,frozenset({'fish'}),frozenset({'chicken'}),ingredient_to_ingredient,,global
"cherry, crabmeat",shrimp stock,0.005460385438972162,0.42148760330578505,3.972446230954624,1.9900276921074371,2,1,"frozenset({'crabmeat', 'cherry'})",frozenset({'shrimp stock'}),ingredient_to_ingredient,,global
"rice, sugar, yeast",corn,0.006316916488222698,0.42142857142857143,1.3806183294082277,0.4653145430759464,3,1,"frozenset({'yeast', 'rice', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cornmeal, tagliatelle",yeast,0.008029978586723769,0.42134831460674155,2.1563798676312143,1.1086113454717654,2,1,"frozenset({'tagliatelle', 'cornmeal'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"pepper, rice, sugar",chocolate,0.0059957173447537475,0.4210526315789474,2.4905836472117597,1.3164838652932018,3,1,"frozenset({'sugar', 'rice', 'pepper'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"butter, cornmeal",parsley,0.005139186295503212,0.42105263157894735,17.098398169336384,4.095789270209064,2,1,"frozenset({'butter', 'cornmeal'})",frozenset({'parsley'}),ingredient_to_ingredient,,global
sunchoke,preserves,0.005139186295503212,0.42105263157894735,13.28591749644381,3.7318259555244886,1,1,frozenset({'sunchoke'}),frozenset({'preserves'}),ingredient_to_ingredient,,global
"butter, cornmeal",corn,0.005139186295503212,0.42105263157894735,1.3793867341099153,0.4640269972154861,2,1,"frozenset({'butter', 'cornmeal'})",frozenset({'corn'}),ingredient_to_ingredient,,global
truffle,pasta,0.02708779443254818,0.4209650582362729,2.0661133178806037,1.0469193823061271,1,1,frozenset({'truffle'}),frozenset({'pasta'}),ingredient_to_ingredient,,global
"corn, pepper, sugar",grape,0.011349036402569594,0.4206349206349207,1.8505558920066696,0.8879587097549296,3,1,"frozenset({'sugar', 'corn', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"pasta, sausage",corn,0.007066381156316916,0.42038216560509556,1.3771902584186577,0.4617278811258981,2,1,"frozenset({'pasta', 'sausage'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, beef",chicken,0.011563169164882228,0.42023346303501946,1.7199739459890804,0.7823867112779331,2,1,"frozenset({'bean paste', 'beef'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"bean paste, corn","sugar, tikka paste",0.008458244111349036,0.42021276595744683,4.6228353757862815,2.208777987543451,2,2,"frozenset({'bean paste', 'corn'})","frozenset({'tikka paste', 'sugar'})",ingredient_to_ingredient,,global
"chocolate, pisco","corn, sugar",0.0053533190578158455,0.4201680672268907,2.437496737825565,1.2854002880618258,2,2,"frozenset({'chocolate', 'pisco'})","frozenset({'corn', 'sugar'})",ingredient_to_ingredient,,global
"beef, shrimp, sugar",corn,0.007601713062098501,0.42011834319526625,1.3763259647294939,0.46082219388156936,3,1,"frozenset({'shrimp', 'beef', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"pasta, tomato",corn,0.008993576017130621,0.42000000000000004,1.3759382672746407,0.46041574366310745,2,1,"frozenset({'pasta', 'tomato'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, yeast",beef,0.0067451820128479655,0.42,2.1951874650251817,1.134344148559569,2,1,"frozenset({'yeast', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"cucumber, pancake",corn,0.005032119914346895,0.4196428571428571,1.3747682517412436,0.45918844027910477,2,1,"frozenset({'cucumber', 'pancake'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cilantro, cucumber",pasta,0.00556745182012848,0.41935483870967744,2.0582102961368296,1.0413903960772195,2,1,"frozenset({'cucumber', 'cilantro'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
parmesan romano,"sugar, tikka paste",0.008029978586723769,0.41899441340782123,4.609432062696172,2.20458900427561,1,2,frozenset({'parmesan romano'}),"frozenset({'tikka paste', 'sugar'})",ingredient_to_ingredient,,global
"cereal, chocolate",corn,0.008565310492505354,0.418848167539267,1.3721648140360414,0.4564537775106855,2,1,"frozenset({'chocolate', 'cereal'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cream cheese, cucumber",corn,0.005246252676659529,0.4188034188034188,1.372018215231123,0.4562996351908754,2,1,"frozenset({'cucumber', 'cream cheese'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, bread",tikka paste,0.005781584582441114,0.4186046511627907,3.285518858706274,1.716121223141933,2,1,"frozenset({'bean paste', 'bread'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"daikon, rice",corn,0.012312633832976445,0.41818181818181815,1.369981824559166,0.45415675319142496,2,1,"frozenset({'daikon', 'rice'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, grape",tikka paste,0.005460385438972162,0.41803278688524587,3.281030444964871,1.7141489808103276,2,1,"frozenset({'bean paste', 'grape'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"bean paste, cheese",beef,0.005460385438972162,0.41803278688524587,2.184905556523893,1.1275709199641428,2,1,"frozenset({'cheese', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"beef, chicken, corn",tikka paste,0.006531049250535332,0.4178082191780822,3.279267871532175,1.7133737550845876,3,1,"frozenset({'chicken', 'corn', 'beef'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"chicken, crabmeat, sugar",corn,0.008137044967880086,0.4175824175824176,1.368018162125493,0.4520873839039609,3,1,"frozenset({'crabmeat', 'chicken', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, cucumber",cured meat,0.005139186295503212,0.4173913043478261,5.585150118350568,2.481596058164153,2,1,"frozenset({'cucumber', 'bean paste'})",frozenset({'cured meat'}),ingredient_to_ingredient,,global
"chicken, olive",pasta,0.005139186295503212,0.4173913043478261,2.048573191071306,1.0346194380997833,2,1,"frozenset({'chicken', 'olive'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"grape, potato, sugar",pasta,0.005139186295503212,0.4173913043478261,2.048573191071306,1.0346194380997833,3,1,"frozenset({'potato', 'sugar', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cereal, yeast",corn,0.006209850107066381,0.4172661870503597,1.3669821771484953,0.45099443306313647,2,1,"frozenset({'cereal', 'yeast'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"corn, truffle",pasta,0.014561027837259101,0.4171779141104295,2.04752586326401,1.0338816753422642,2,1,"frozenset({'truffle', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cheese, pasta, sugar",chicken,0.007815845824411135,0.41714285714285715,1.7073244021534995,0.7717372053560309,3,1,"frozenset({'cheese', 'pasta', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, vermicelli",corn,0.011563169164882228,0.416988416988417,1.3660721903443758,0.4500337251359865,2,1,"frozenset({'chocolate', 'vermicelli'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"corn, potato",pasta,0.013383297644539615,0.4166666666666667,2.045016640392363,1.0321125824892083,2,1,"frozenset({'potato', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
